,comentario,liguagem
83,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
84,TOP 10 best album in my list,en
85,you got the dopest album bro,en
86,Kendrick u are my only true love! ,en
87,3:59 This is so f*cking relaxing <3,en
88,this is peak of hip hop,en
89,"thank you, kendrick you the king",en
90,i feel so godamn blessed to know this song,en
91,Jay Rock was perfect for this song. Damn,en
92,"I was in prison when I heard kendricks album,not a good place to be,but better than now,time flys,changes ,it's all fucked up now",en
93,This song is so fucking goooood,en
94,3:56 is really relaxin as fuck,en
95,I think this is my top song of all time..,en
96,#settleforlamar ️ this song should be a national anthem wtf it didn’t got the success it deserves,en
97,This songs still making money trees,en
98,Dam this would be perfect time for a new album and no am not going to spoil myself by listening to the leaked stuff this is for weak people who can't wait,en
99,"i know this ""gangstafunk"" since i was in prison 2012/13 they play it all day ell day on the local radiostation cuz.",en
100,Kendrick sampling my favourite song by Beach House. Damn feelsgoodman,en
101,"[Verse 1: Kendrick Lamar]
Uh, me and my niggas tryna get it, ya bish (Ya bish)
Hit the house lick: tell me, is you wit' it, ya bish? (Ya bish)
Home invasion was persuasive (Was persuasive)",en
102,"I need this but like, 100 times looped",en
103,the best 6 mins every day.,en
104,A dollar might just turn to a million and we all rich That's just how i feel,en
105,just watched boyz n the hood and this would've fit perfectly in the movie as an outro song,en
106,I thought it will be easy to forget my boyfriend but  he is always in my heart. I Miss You so much  Bernard i wish you will read this someday.,en
107,"Everybody wanna ride around town with me

Making money ride around downtown with me",en
108,Jay Rock was the perfect feature,en
109,So fucking fresh bro !,en
110,"Uh, me and my niggas tryna get it, ya bish (Ya bish)
Hit the house lick: tell me, is you wit' it, ya bish? (Ya bish)
Home invasion was persuasive (Was persuasive)
From nine to five I know it's vacant, ya bish (Ya bish)",en
111,Got my first driving test today hope I pass saying fuck everything while listening to this keep ya head up bois,en
112,perfection,en
113,Met this song in the start of corona... still listening nowadays,en
114,"I got only 1 ord for this track, and that word is DOPE <3",en
115,The beat and the flows tempo so perfect for gettin stoned to,en
116,#RIPGeorgeFloyd . This sounds different after his death and the lyrics hit more harder .,en
117,im back here every day,en
118,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)

Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)

Home invasion was persuasive (was persuasive, was persuasive)

From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
119,"Money Trees

Kendrick Lamar

Me and my niggas tryna get it, ya bish (ya bish, ya bish)

Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)",en
120,"""Money Trees""

(feat. Jay Rock)



[Kendrick Lamar:]",en
121,king of all time!!!!,en
122,this young generation will never know what real rap is about. i am from India but i totally get how kendrick is talking about getting out of the hood and making himself proud.,en
123,Spiritual beings having a human expirience ,en
124,"""Money Trees""
(feat. Jay Rock)

[Kendrick Lamar:]",en
125,still screaming ya bish till this day lol,en
126,the Beach House Silver Soul sample is the best part!!!,en
127,When my son asks why we're planting vegetables in the garden (MONEY TREES) ,en
128,2020 stilll fireeee,en
129,So fire,en
130,Bro legit my neck was hurting but now it’s not that bad anymore,en
131,I've nt heard this guy am from uk just listen to a load of tubes n man's got mad lyrical skills,en
132,the minute 4:00 is gold :),en
133,"Tremendous Featuring, Damn",en
134,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)

Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)

Home invasion was persuasive (was persuasive, was persuasive)",en
135,This is my favorit song ever! Tank you america,en
136,Kendrick its fucking great,en
137,this guy should make music,en
138,"everyone: starts listening to money trees
Kendrick: wondering why his song blew up 8 years later",en
139,How a music have so many composers?,en
140,"""Gang signs out the window ya bish, hoping all of them offend you ya bish"" It be like that sometimes",en
141,So glad I was here before TikTok. `He who stays infront of the gun lives forever` (think about Tupac).,en
142,"no't import the year, this is a classic for culture",en
143,"Sempre é possível...Eu achei, vocês também acharam, quando chegarem aqui não se esqueçam de agradecer a star burns. PAZ",pt
144,it's a good thing your music don't wash away,en
145,This song is g00d!,en
146,this song needs a video :/,en
147,"I be in the backseat, smoking on thrax

""Can I have some cash please?"" You don't gotta ask

You don't gotta ask me, she don't gotta ask

Still yelling ""free Max B"", ""free Gucci""",en
148,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
149,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)

Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)

Home invasion was persuasive (was persuasive, was persuasive)

From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
150,"Everybody wanna ride around town with me

Making money ride around downtown with me",en
151,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
152,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
153,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
154,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
155,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
156,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
157,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
158,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
159,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
160,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
161,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
162,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)

Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)

Home invasion was persuasive (was persuasive, was persuasive)

From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
163,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)

Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)

Home invasion was persuasive (was persuasive, was persuasive)

From nine to five I know its vacant, ya bish (ya bish, ya bish)",en
164,i keep getting songs on my homepage that are 4+ years old. Why are the older songs just so much better than the new songs.,en
165,wtf? this song had 17M views 3 days ago now it has 9M views??,en
166,YOU DONT NEED KILL SOMEONE TO BE BETTER THAN ANYONE,en
167,yeah this should be longer,en
168,"Thank god i haven't come from tiktok..i heard this song in monica gellar edits..
I have listened this song so many times still i dont feel bored...i m amazed there is song which dont feel bored",en
169,Jay rock did that!,en
170,this song want me to smoke some mother fockin weed,en
171,"We all chasing that money tree 
New Zealand !!",en
172,hold up......... I think I'm listening this way earlier before Kendrick uploaded it in 2018,en
173,"why's it that every time when i put on some random hip hop song, the next song on autoplay is ALWAYS either money trees or Life is good?  and not only hip hop like i could put on Country Roads and next up will be money trees again ffs",en
174,That's just how I feel,en
175,GTA 6 will have this song in it.   THATS IT I SAID IT,en
176,But the one in front of the gun lives forever,en
177,My kids will listen to it,en
178,THIS SHIT for the graveyard shifts,en
179,The one in front of the gun lives forever.,en
180,im just sitting here and vibin,en
181,“The one infront of the gun lives forever”,en
182,Everybody gone respect the shooter but the one in front of the gun lives forever ,en
183,Every song i like to listen to i check the comments and i see people talking about how they came from tiktok,en
184,Jay Rock killed Kendrick on this one,en
185,Every fucking day,en
186,BUT ITS A GOOD SONG,en
187,how is this still only on 1.8mil views,en
188,"The one infront of the gun lives forever, RIP George Floyd",en
189,Aaaaww the Rhythm...,en
190,If yopu're here.. congrats ! you had great taste in music,en
191,why so much dislikes?,en
192,underrated.Which i like it that way,en
193,when i heard this song i turned in all my cs go skins into upgrader to 3x and got succesful,en
194,Why am i not seeing any comments about Jay Rocks verse?,en
195,FOLLOW THE DREAM MA MAN,en
196,Glad this was on my youtube recommended videos.,en
197,am fking sad that they doesn't clip it,en
198,fyck man I'm feeling the vibe,en
199,question you here before tik tok ? or  are you here because of tik tok ? Either way welcome to Kendrick Lamar,en
200,dope,pt
201,"""every thing can'tbe an album cover""",en
202,why didn't this blow up,en
203,Y A  B I S H,en
204,Bro ur top 3 with Pac and biggie ️️️,en
205,"NOOOOOO , ITS NOT BECUSE OF HIM, ITS BECUSE YOU WANT BE BETTER THAN HIM",en
206,I wish the see music video of Money Trees..,en
207,Imagine knowing this song from tik tok,en
208,"I be in the backseat, smoking on thrax",en
209,I came from the future and this song would be destroyed by Tik Tok.,en
210,"Instrumental type Lil peep,perfecttt wow",en
211,"This wasn’t recommended, your searched for it.",en
212,This melody remember any song for Lil peep,en
213,"why are there 589 dislikes?? this song is amazing. 57 Comments btw lel
edit#1: 605 dislikes and 74 comments yikes",en
214,"The one in front of God, lives forever, that's how I heard it, hope Lord will forgive their, my, our sins.",en
215,"yo! guys, write the lyrics pls",en
216,2020 ? Time flight,en
217,How tf are there 180 comments on 2.3M views?,en
218,wait why is this song only 860k views and 23 comments?,en
219,Ride with granma so fire ahaha,en
220,Anyone got this on recommendation??,en
221,me waiting for 4:00,en
222,harry roque with the dolomite turn to a million and we all rich that's just how I feel,en
223,Be the last when out to get this dough....,en
224,This was released on my bday,en
225,its so sad that kids are coming to this song just to listen to the part at 4:01,en
226,Money trees holyShit ya bish,en
227,tiktok ruined this song ngl.,en
228,Can someone tell me the song’s name,en
229,hmmmm.....seems to me that the one behind the gun lives forever,en
230,Y'all... TikTok found out about this song ,en
231,"I'm a Nephilim ... no money, no love , no hell , no heaven ... keep it up to maintain statut quo ! I'm Breathtaking",en
232,someone from 2021 please tell me we survived,en
233,Back to reality we re poor,en
234,GUUUUUURL.. I WANT YO BODYYYYYY,en
235,It go halle berry ,en
236,This is just,en
237,NO GS JUST ARTISTS,en
238,this shit had 60k last weak,en
239,"Love the city. Come with me. I’ll take you places. You’ll never need to spend so much. Please contact me ,I’m a huge fan ",en
240,That big old phatt ass,en
241,Tupac of the year,en
242,"3:57
 thank me later",en
243,lets make this quick,en
244,He still sounds the same lol,en
245,YOU KNOW HE IS LIKE A SENSEI YOU WANTING OR NO,en
246,"bro, do you really listen to the girl part only?",en
247,Depression music lock,en
248,I presume every one knows that cardi b sings the hook ?,en
249,bro did you seriously talk during Money Trees?,en
250,Whats the story of that car?,en
251,only people who didn't come from TikTok can like,en
252,Has a very simular beat from one of Peep's song,en
253,Brasil,pt
254,thats sound familiar as arctic monkeys 505,en
255,Pensé que era Canserbero.,pt
256,Gang Signs out of the window ya bichhh,en
257,how the fuck is there only 200 comments with 2 mill views?,en
258,This van from breaking bad where the guy sends you to alaska,en
259,IM  MONEY CAMES FROM TREES WHY IM BROKIE PLEASE ANSWER ME,en
260,anna wise pls come sing on next lmo pls pls,en
261,why arent there more comments lol?,en
262,only 1M views yo youth is lost,en
263,sounds like downtown by lil peep,en
264,Eu soi o br que tu procura,pt
265,Who sings at 4:00?,en
266,"5.2 views and 7 comments



WTF ;-;",en
267,"THX TO BE MY SENSEI TOO, I OWE YOU SOME RESPECT TOOO",en
268,Gotta keep dat comments comming...,en
269,https://youtu.be/NnG_wpZZ57Q no lo abras :'(,pt
270,"yabish
what does that mean please someone translate it asap",en
271,check this out https://www.youtube.com/watch?v=IBzilPMDjQs,en
272,"Caraca, só 46 comentários kkkk",pt
273,"Kendrick Lamar, could you or your team email me marketing advice, willing to pay, kimberley.choudhury23@gmail.com",en
274,whos hear from tiktok,en
275,tryna tell me that isn’t KSI,en
276,Tik Tok just ruined the vibe. Lowkey didn't want anyone to know this song but the world knows it now. What do you guys think?,en
277,"Bitches selling pussy, niggas selling drugs but it's all good",en
278,This video only has a few comments so make this the most liked.,en
279,who is the girl who sings?,en
280,I also know the bet festivals and wine farmers,en
281,TriHard Clap,en
282,Deo mole é vapo,pt
283,Lil peep - Downtown,en
284,What's her name???? 04:00,en
285,And to think that BTS made me find this genius,en
286,Aoooo carros de baiano,pt
287,I swear i heard KSI,en
288,This song is what hot shit smells like on a summers day.....fuck it off,en
289,People who didnt come from tiktok.                ,en
290,Lil peep - Downtown,en
291,6 comments wtf,en
292,what the hell? 23 comments,en
293,TriDance,en
294,congratulation tiktok for ruined this song,en
295,1:33 ksi is that u,en
296,tiktok is really sad. The degenerates are taking over music.,en
297,Beat Lil Peep?,en
298,2020 June 24th,en
299,Follow insta @f3liz13_666,en
300,LOOK MY CHANNEL OF BEATS ♫♫♫,en
301,"FUCK , STOP USE THAT WORD , USE RIDE",en
302,i love your music,en
303,stop commenting about tik tok ya bish,en
304,"man i am going to sleep now , when i wake up i want to see here new song :-)))))",en
305,stupid teens making a slowed version of this song because their brains are too slow to understand it,en
306,This is a very average song,en
307,"so bad omg, how a music can be so much bad",en
